antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'家居', '食品', '云闪付'})",frozenset({'电子产品'}),0.020727222262318067,0.9089974829953243,0.014657891921827588,0.7071807180104168,0.7779787416793699,1.0,-0.0041831009441041875,0.310780479981892,-0.22566010383445295,0.016018384349874105,-2.217705307805259,0.36165302815228184
"frozenset({'服装', '食品', '云闪付'})",frozenset({'电子产品'}),0.028076859375138662,0.9089974829953243,0.02520983865704532,0.8978867016503984,0.987776884366815,1.0,-0.00031195584536939866,0.8911916319959976,-0.012571777186639573,0.027646474398753774,-0.12209312127438267,0.46281018716338906
"frozenset({'服装', '家居', '信用卡'})",frozenset({'电子产品'}),0.02083632395492427,0.9089974829953243,0.014745650397017243,0.7076896303261972,0.778538602762927,1.0,-0.0041945156328841,0.31132154875732904,-0.22511315641838173,0.016113912404415953,-2.2121130194540006,0.36195575643238986
"frozenset({'家居', '信用卡', '食品'})",frozenset({'电子产品'}),0.020720574374926026,0.9089974829953243,0.014662313244064399,0.7076209847641709,0.7784630848838233,1.0,-0.004172636708960774,0.3112484558143621,-0.22516893558727205,0.016023409872221367,-2.2128673454252574,0.36187559350632026
"frozenset({'服装', '信用卡', '食品'})",frozenset({'电子产品'}),0.028098488865218027,0.9089974829953243,0.025221035098968753,0.8975940030066472,0.9874548827670012,1.0,-0.00032042055548658216,0.8886444122074473,-0.01290312727366832,0.027658436570851003,-0.12530950092392815,0.46266999651749047
"frozenset({'服装', '家居', '储蓄卡'})",frozenset({'电子产品'}),0.020900226374879333,0.9089974829953243,0.014794762062726858,0.7078756850456495,0.7787432839891489,1.0,-0.004203491106070947,0.3115198302438343,-0.22491745243172315,0.016167319869592533,-2.210068518647032,0.3620757979844698
"frozenset({'家居', '食品', '储蓄卡'})",frozenset({'电子产品'}),0.020746847843757726,0.9089974829953243,0.01468305210808167,0.7077244802997619,0.7785769416738882,1.0,-0.004175780361981074,0.31135866971687914,-0.2250584310664439,0.016045976864460933,-2.2117300633038663,0.36193874882166416
"frozenset({'服装', '食品', '储蓄卡'})",frozenset({'电子产品'}),0.02813261892824032,0.9089974829953243,0.025246545174032943,0.897411834939041,0.9872544772972237,1.0,-0.0003259346218041255,0.8870664267228189,-0.013109630282085286,0.027686150262458832,-0.1273112924523627,0.4625929444670214
"frozenset({'服装', '食品', '办公'})",frozenset({'电子产品'}),0.018366013531345378,0.9089974829953243,0.016137285427108794,0.878649326897598,0.9666135972151174,1.0,-0.0005573746455422232,0.7499135742566752,-0.03398981854088941,0.017709417519537998,-0.33348699680655064,0.44820108265181663
"frozenset({'服装', '家居', '微信支付'})",frozenset({'电子产品'}),0.02082490485648531,0.9089974829953243,0.014738111883563111,0.7077156887453128,0.7785672699700458,1.0,-0.004191674214599142,0.31134930442906655,-0.22508211907220374,0.016105742684703855,-2.2118266711202046,0.36196463903340625
"frozenset({'家居', '食品', '微信支付'})",frozenset({'电子产品'}),0.02072210116246104,0.9089974829953243,0.014648540348175627,0.7069042001740671,0.7776745407970543,1.0,-0.0041877974508759425,0.3104872777389552,-0.22596692765475762,0.01600809078953154,-2.220743881302468,0.36150962533996706
"frozenset({'服装', '家居', '支付宝'})",frozenset({'电子产品'}),0.020833174955633305,0.9089974829953243,0.014738302732004988,0.707443909216523,0.778268281761746,1.0,-0.004199000865466913,0.31106006633109995,-0.22538608294683962,0.01610580904533792,-2.214813176743734,0.3618288542464428
"frozenset({'家居', '食品', '支付宝'})",frozenset({'电子产品'}),0.02074458947052885,0.9089974829953243,0.014667975081173408,0.7070747339691495,0.7778621472517175,1.0,-0.004188804533308624,0.31066803569990237,-0.22578115475259242,0.016029275796457465,-2.218869935386514,0.36160558243927526
"frozenset({'玩具', '家居', '服装'})",frozenset({'电子产品'}),0.021896296201107692,0.9089974829953243,0.013805785436921585,0.6305077950225745,0.6936298579671839,1.0,-0.00609789269680539,0.24629076277870474,-0.3110950299609778,0.015053937605622934,-3.0602415970367196,0.3228478599232781
"frozenset({'服装', '家居', '现金'})",frozenset({'电子产品'}),0.020884576802645438,0.9089974829953243,0.014780893742617148,0.7077420759967165,0.7785962989298584,1.0,-0.0042031340044100945,0.31137741539440084,-0.2250633788473956,0.016152196381009835,-2.2115367093447262,0.36200136509998626
"frozenset({'服装', '家居', '银联'})",frozenset({'电子产品'}),0.02083673745988167,0.9089974829953243,0.01474485519517609,0.7076374227762539,0.77848116855555,1.0,-0.0041956867096907356,0.3112659556802001,-0.2251713374490317,0.016113022131981854,-2.2126867129260255,0.3619292152514539
"frozenset({'服装', '家居', '食品'})",frozenset({'电子产品'}),0.05720949233073946,0.9089974829953243,0.037072405258777925,0.6480114356627215,0.7128858415838482,1.0,-0.014930879273304554,0.2585382771625394,-0.2993216435638067,0.03989993102516164,-2.8678992177677194,0.3443976363747527
"frozenset({'玩具', '家居', '食品'})",frozenset({'电子产品'}),0.02179479663810291,0.9089974829953243,0.013743218956059658,0.6305733971398007,0.693702027712924,1.0,-0.0060681963303708415,0.24633449865307447,-0.31100001087882256,0.014986350834827081,-3.059520714588789,0.3228462458806217
"frozenset({'家居', '食品', '现金'})",frozenset({'电子产品'}),0.020736573835970027,0.9089974829953243,0.014683083916155318,0.7080766587721343,0.778964377809808,1.0,-0.004166409506688135,0.31173429511291495,-0.22466464190900673,0.016046192344212735,-2.207860077242334,0.36211485555408895
"frozenset({'家居', '银联', '食品'})",frozenset({'电子产品'}),0.020746434338800326,0.9089974829953243,0.014683974542217409,0.7077830485190988,0.7786413733367175,1.0,-0.0041744820528798535,0.3114210744568096,-0.22499317361790264,0.01604700834943736,-2.211086474299247,0.3619685403222512
"frozenset({'服装', '微信支付', '食品'})",frozenset({'电子产品'}),0.028053035127977716,0.9089974829953243,0.025172655018953,0.8973237620854768,0.9871575872010334,1.0,-0.00032748330275815876,0.8863055255339043,-0.013208183952668448,0.027605292372441786,-0.12827909923906544,0.4625082642780386
"frozenset({'服装', '食品', '支付宝'})",frozenset({'电子产品'}),0.02816130981066912,0.9089974829953243,0.025283697004051617,0.897816798083472,0.9876999825400948,1.0,-0.0003148627316981491,0.8905819674648123,-0.012651929945067999,0.027727149387511297,-0.12286127109295071,0.46281586164588806
"frozenset({'服装', '食品', '母婴'})",frozenset({'电子产品'}),0.018074397112157716,0.9089974829953243,0.015885047403095032,0.8788701113803669,0.9668564851074374,1.0,-0.0005445340785142916,0.7512804481347939,-0.033733011000994406,0.017433359255146916,-0.3310608608046474,0.4481727297213318
"frozenset({'服装', '食品', '汽车用品'})",frozenset({'电子产品'}),0.017578159355204542,0.9089974829953243,0.015456688075302687,0.8793120919526919,0.9673427137060784,1.0,-0.0005218145342689544,0.7540317706808194,-0.03322220005107823,0.01696451160715685,-0.3262040657744361,0.44815809816265667
"frozenset({'玩具', '服装', '食品'})",frozenset({'电子产品'}),0.02741013034344227,0.9089974829953243,0.02411917161979339,0.8799364073642129,0.9680295312421003,1.0,-0.0007965678709693988,0.7579526399874752,-0.03284188939599663,0.026438098431179294,-0.31934364661164644,0.4532351114959301
"frozenset({'服装', '食品', '现金'})",frozenset({'电子产品'}),0.02809257256351985,0.9089974829953243,0.02521006131356084,0.8973924070698264,0.9872331044446273,1.0,-0.0003260164375422092,0.8868984682898131,-0.013131071613821594,0.027646248928211135,-0.12752477961572992,0.462563162346773
"frozenset({'服装', '运动户外', '食品'})",frozenset({'电子产品'}),0.017849832112216083,0.9089974829953243,0.01569563032453237,0.8793152913629131,0.967346233419038,1.0,-0.0005298221373611668,0.7540517604291601,-0.033227504839117426,0.017226144215790263,-0.3261689083927888,0.44829112961191375
"frozenset({'服装', '银联', '食品'})",frozenset({'电子产品'}),0.02808385715134081,0.9089974829953243,0.025217822483530494,0.8979472565906609,0.9878435016472754,1.0,-0.0003103329798385436,0.8917204375355162,-0.012503372614690332,0.02765525980045469,-0.12142770077552593,0.46284485618940163
